ticker,date,sent_raw,sent_weighted,sent_ewma_2,sent_ewma_5,sent_ewma_10,followers_mean,tweet_count,daily_return,ret_3d,ret_5d,ret_7d
AAPL,2014-01-02,0.10365714285714288,0.07285413143271323,0.10365714285714288,0.10365714285714288,0.10365714285714288,1182.5714285714287,7.0,-0.014063738559084049,-0.023665154069099748,-0.030028917666462207,-0.031457200942350716
AAPL,2014-01-03,0.15949999999999998,-0.038989697676355475,0.14088571428571428,0.12227142857142859,0.11381038961038963,4002.3333333333335,3.0,-0.021965715815274622,0.004584149746156729,-0.014861762439287607,0.01000035392664933
AAPL,2014-01-06,0.07984444444444445,0.012991715350346175,0.1001915343915344,0.10812910052910055,0.10763476321658141,9452.555555555555,9.0,0.005452681571498363,-0.013622695016312969,-0.01507513646955172,0.024691089765255247
AAPL,2014-01-07,0.35435000000000005,0.4558337242764837,0.2696305114638448,0.19020273368606705,0.1524920789953848,3946.5,14.0,-0.007151293856993313,-0.013147000733102376,0.011758391391964995,0.0263125853549373
AAPL,2014-01-08,0.281275,0.27924608193032824,0.27739350382128164,0.2205601557907114,0.17590715554167846,6444.5,4.0,0.006332759601044291,-0.014223601444076084,0.025577005417846355,-0.005133671450952004
AAPL,2014-01-09,-0.25255,-0.6038705685618728,-0.0759021653929061,0.06285677052714095,0.09800585453410054,1495.0,2.0,-0.012769904255688691,0.018396312189538078,0.03304599296796029,0.02339129723666611
AAPL,2014-01-10,0.14754166666666665,0.413862992023256,0.07306038931347572,0.09108506924031619,0.10701236583093074,231224.25,12.0,-0.006672478649851987,0.04582114946421667,0.01450426617404843,0.034844183452810595
AAPL,2014-01-13,0.6307333333333333,0.6786408727075394,0.44484235199338074,0.2709678239379885,0.20223435992227665,27027.0,3.0,0.00523490757519296,0.03456939731975073,0.02490046407571045,0.03817219214619261
AAPL,2014-01-14,0.11887500000000001,0.07007472093422634,0.22753078399779358,0.22027021595865903,0.18707811266368088,2911.5,4.0,0.01989811306229461,-0.010468718262341525,0.009370512666864395,-0.000585652738851139
AAPL,2014-01-15,0.17458888888888888,0.06756878025925347,0.1922361872585238,0.20504310693540231,0.18480734470462779,4980.111111111111,9.0,0.020077270251848134,-0.014873887560283738,-0.002117208899569012,-0.012308300591912125
AAPL,2014-01-21,-0.03771666666666667,-0.00986435401587722,0.03893428464173016,0.12412318240137933,0.1443484335462106,19503.833333333332,6.0,0.01553611712675318,-0.00546361069484913,-0.07753106783739616,-0.0897698161289131
AAPL,2014-01-22,0.21794285714285713,0.010538845993092677,0.1582733329758148,0.15539640731520526,0.15772923783650997,6494.142857142857,7.0,0.0044439604952788425,-0.0018314980089609856,-0.09203818369558625,-0.0923102442658944
AAPL,2014-01-23,0.06571999999999999,-0.10933094859565448,0.09657111099193827,0.12550427154347019,0.14100028550259905,754.8,5.0,0.008467694273707638,-0.08932367499230465,-0.10140596625243814,-0.09825968658023632
AAPL,2014-01-24,0.3178384615384615,0.08435767754714646,0.24408267802295375,0.1896156682084673,0.17315268114548313,5592.2307692307695,13.0,-0.01817750980995725,-0.08299306837382425,-0.0832678392114462,-0.06826964167176952
AAPL,2014-01-27,0.19086341463414633,0.1198973792657432,0.20860316909708213,0.19003158368369363,0.17637281450705825,3243.3658536585367,41.0,0.008112256286574748,-0.0921341922792418,-0.08895544901070884,-0.068864375183051
AAPL,2014-01-28,0.038353571428571424,0.00948201036795432,0.095103437318075,0.13947224626531957,0.1512784066746061,14212.75,28.0,-0.07992723485236886,-0.011648564669658135,0.004521360091088278,0.01792246832472344
AAPL,2014-01-29,-0.040990909090909106,-0.009790191023600644,0.004373873045418934,0.07931786114657668,0.11632034926269423,82940.72727272728,11.0,-0.011352327487887393,0.0015575086730206245,0.02364464571537961,0.04401516985923548
AAPL,2014-01-30,-0.12375384615384616,-0.07220532371629744,-0.08104460642075778,0.011627292046435747,0.07267049555059597,3583.3846153846152,13.0,-0.0019370451172256997,0.018027926119608795,0.03160922261046184,0.06478102394427143
AAPL,2014-01-31,0.11512,0.01012574386332603,0.04973179785974739,0.0461248613642905,0.08038858726866943,12596.4,5.0,0.0016405842235638346,0.023951461281322528,0.0443280910536501,0.07704393850700697
AAPL,2014-02-03,0.0,0.0,0.016577265953249133,0.03074990757619367,0.0657724804925477,941.0,2.0,0.0018577040925289445,0.028009814800417088,0.061065875756788124,0.07496647618900765
AAPL,2014-02-04,-0.009519999999999995,0.0053518101064960995,-0.000820911348916952,0.017326605050795783,0.05208293858481176,12225.8,5.0,0.01447590507539398,0.027517391621295406,0.05970660737439948,0.07645320789964893
AAPL,2014-02-05,0.51346,0.5044132286318332,0.342033029550361,0.18270440336719718,0.1359696770239369,1324.4,5.0,0.007468767388109532,0.03817130242325373,0.05177197019036073,0.06760990786177135
AAPL,2014-02-06,-0.267275,0.052404832930589125,-0.06417232348321295,0.032711268911464815,0.06265246301958471,9000.75,4.0,0.0058284906901164835,0.045755404426011115,0.06228153334053599,0.06532589051748383
AAPL,2014-02-07,0.3285,0.40383031305641026,0.19760922550559568,0.1313075126076432,0.11098837883420568,9772.466666666667,15.0,0.013989964724312243,0.031250097586265735,0.046779009966628315,0.034040449591745015
AAPL,2014-02-10,0.17794285714285712,0.40885526798093225,0.18449831326376998,0.14685262745271452,0.12316192034486957,288714.5714285714,7.0,0.017914802142397823,0.029187600229279242,0.032137114608326245,0.004083229594755489
AAPL,2014-02-11,0.19733333333333333,0.16752777777777778,0.19305499331014553,0.1636795294129208,0.1366476317973175,1920.0,3.0,0.013176320333324387,0.014982477640457903,0.002630858580687123,-0.019983083360954335
AAPL,2014-02-12,0.17020000000000002,0.17068088799192735,0.17781833110338185,0.16585301960861387,0.14274806237962342,4955.0,3.0,-7.473483019004856e-05,0.018790348974946802,-0.008900765799008892,-0.015618039746439605
AAPL,2014-02-13,0.02708888888888889,0.003637404224719596,0.07733203629371989,0.11959830936870555,0.12171912174494441,40328.77777777778,9.0,0.015878975339598034,-0.012967272707991917,-0.03522940497577243,-0.041088378481152765
AAPL,2014-02-14,0.12040000000000001,0.014693896028398622,0.10604401209790663,0.11986553957913704,0.12147928142768179,26949.666666666668,3.0,-0.000807810287001387,-0.023603671590597397,-0.030221295127032755,-0.04897160195419714
AAPL,2014-02-18,0.07474285714285714,0.01749011452067829,0.08517657546120697,0.10482464543371041,0.11298174973953184,4203.857142857143,7.0,0.003676646930333538,-0.037986407608688544,-0.043828638060887215,-0.033553887535245464
AAPL,2014-02-19,0.5372625,0.5916722414646214,0.3865671918204023,0.24897059695580692,0.1901237043323442,1768.375,8.0,-0.015787893321797086,-0.01827438861367736,-0.03725568438876903,-0.020712205868622324
AAPL,2014-02-20,-0.059199999999999996,-0.00035480970931974827,0.08938906394013411,0.14624706463720463,0.14479212172646344,667.4,5.0,-0.01157524119005715,-0.017113401066106038,-0.00655157606168244,-0.0063821814747822
AAPL,2014-02-21,0.0,0.0,0.029796354646711376,0.09749804309146977,0.11846628141256099,134.0,2.0,-0.011107939861218719,-0.015040308625111076,0.0018849115327721488,0.011404237307779175
AAPL,2014-02-24,0.11747999999999999,0.007503370088523063,0.08825211821557044,0.10415869539431317,0.11828695751936807,1287.8,5.0,0.004378981549207017,0.00022756606574736438,0.00039811657574606585,0.009117796689842805
AAPL,2014-02-25,0.0,0.0,0.029417372738523483,0.06943913026287546,0.09678023797039205,15183.6,5.0,-0.010406331238661526,0.008006452893187799,0.017583941981949014,0.01664546878228279
AAPL,2014-02-26,0.2732,0.2732,0.1919391242461745,0.1373594201752503,0.12885655833941168,18430.0,1.0,-0.009022180774608701,0.020121787996764118,0.029013383773852652,0.025302144839000507
AAPL,2014-02-27,0.21144,0.3045359615621535,0.20493970808205814,0.16205294678350018,0.14387172955042773,3246.8,15.0,0.019947874943230026,0.006765520749854703,0.005837024907308752,0.006159028563722524
AAPL,2014-02-28,0.27993999999999997,0.19486871663041327,0.25493990269401934,0.20134863118900012,0.1686114150867136,1348.5333333333333,15.0,-0.0027101454749310916,0.011629872089725213,0.00798132851569533,0.018717585472118214
AAPL,2014-03-03,0.0,0.0,0.08497996756467312,0.13423242079266676,0.13795479416185658,503.0,2.0,0.0028884853978816682,0.005665547157869932,0.005987495918250874,0.01676893924515155
AAPL,2014-03-04,0.09966666666666667,0.01750677295362884,0.09477110029933548,0.12271050275066674,0.1309933164354584,8802.166666666666,6.0,0.006593884707995157,-0.001505780878671814,0.009129426543052377,-0.0011106407989868172
AAPL,2014-03-05,0.17556666666666665,0.4874582835586293,0.1486348112108896,0.14032922405600004,0.1390975619320417,2120.6666666666665,9.0,0.002108422642583818,-0.0027051355980720615,0.007983146417743558,-0.014407629233664787
AAPL,2014-03-06,-0.125,-0.14032975175991108,-0.03378839626303679,0.051886149370666705,0.0910798233989432,4048.5,2.0,-0.003024302433277559,0.010060961626702891,-0.00018855839973641597,-0.007555214660605936
AAPL,2014-03-07,0.08346666666666668,0.10485241695303552,0.04438164569009885,0.062412988469333366,0.08969561308398383,1455.0,3.0,-0.0005840632362479337,0.011631696571949846,-0.010840125938471945,0.0018094533483274944
AAPL,2014-03-10,0.19578571428571426,0.013475346292841629,0.1453176914205091,0.10687056374146033,0.10898472239338935,15851.57142857143,7.0,0.0009047266741635251,-0.0005085306216019436,-0.007872829312560392,0.0006404031959592604
AAPL,2014-03-11,0.2301727272727273,0.09669074285171465,0.2018877153219879,0.14797128491854933,0.13101890509872352,5742.0,11.0,0.009737709224636015,-0.021264874397080247,-0.008748608931059554,-0.013784915317741064
AAPL,2014-03-12,0.02187500000000002,0.1659573124927771,0.08187923844066265,0.10593918994569956,0.11117455871713743,8653.0,4.0,0.0009701177452476895,-0.01839298040193771,-0.009970019075273395,-0.006969780369560197
AAPL,2014-03-13,0.083025,0.017912819802665743,0.08264307948022089,0.09830112663046638,0.10605645713220334,7221.25,4.0,-0.011106770021818035,0.001413158139474735,-0.003674777705544363,0.016093553315274622
AAPL,2014-03-14,0.4767,0.4767,0.3453476931600736,0.2244340844203109,0.17344619219907545,4.0,1.0,-0.011231417234007002,0.012521570600707577,0.015589968997742343,0.03868931705822298
AAPL,2014-03-17,-0.21075,-0.1555072170900693,-0.025384102279975448,0.07937272294687396,0.10359233907197081,1732.0,2.0,0.003907255685095201,0.00372068201684983,0.023635748152440517,0.024755877006373606
AAPL,2014-03-18,0.11370000000000001,0.2595627149447784,0.06733863257334152,0.09081514863124932,0.10543009560433975,2384.3333333333335,3.0,0.008846384269634244,0.002766386835707957,0.025574065623366504,0.011404205297537162
AAPL,2014-03-19,0.02744285714285715,0.016831863284752953,0.04074144895301861,0.06969105146845193,0.091250597702252,19594.428571428572,7.0,-0.00026326771769780155,0.014926876213809281,0.0160374752532928,0.010541041142644314
AAPL,2014-03-21,0.050575,2.8394310844951812e-05,0.047297149651006204,0.06331903431230129,0.08385503448366072,5343.5,4.0,0.007887215787535817,0.012967724807184,0.00748789705355879,0.016476758613894082
AAPL,2014-03-24,0.026355555555555563,0.010647749858184341,0.033336086920705776,0.050997874726719385,0.07340058376945978,42308.444444444445,9.0,0.011860481216667607,-0.0032084387525985747,-0.004544081552298351,0.006231561886526071
AAPL,2014-03-25,-0.039775,-0.0018936535020183942,-0.01540463769309807,0.020740249817812927,0.05282320490228527,21025.375,8.0,0.010756697167205065,-0.014917564539782435,-0.006128605720757463,-0.011376227027848684
AAPL,2014-03-26,0.39457777777777786,0.40192183263598324,0.2579169726208192,0.1453527591378012,0.11496039997055665,3983.3333333333335,9.0,-0.009559602339709872,-0.005632183530624113,0.005131681386694398,-0.01474665662143293
AAPL,2014-03-27,0.21325714285714284,0.4405401193881357,0.2281437527783683,0.1679875537109151,0.13283253504084505,3446.1428571428573,7.0,-0.004298000680627578,0.007795618407449689,0.0024744774723255425,-0.02602965682832037
AAPL,2014-03-28,0.14778000000000002,-0.5854561833948847,0.17456791759278945,0.1612517024739434,0.13555025594250958,97533.8,5.0,-0.0011164744842069307,0.010598693446907559,-0.009387764836045198,-0.024997152690033886
AAPL,2014-03-31,0.21601666666666672,0.32548836625768174,0.2022004169753743,0.17950669053818452,0.15018051243781086,7837.833333333333,6.0,-0.00022371721163783054,0.003819537351829494,-0.02472284207954978,-0.011960764763526477
AAPL,2014-04-01,0.1366,0.07824309158284806,0.1584668056584581,0.1652044603587897,0.14771132835820888,2833.5,2.0,0.009147817873392805,-0.018147902405747707,-0.03361925402302757,-0.033545304256071384
AAPL,2014-04-02,-0.1998,-0.003610843373493976,-0.0803777314471806,0.043536306905859815,0.08452745047489817,55.0,3.0,0.001661812528117812,-0.035166997585939996,-0.022541588209886942,-0.04228174473129176
AAPL,2014-04-03,-0.174475,-0.21362707451538324,-0.14310924381572684,-0.029134128729426778,0.037436095843098496,7028.75,4.0,-0.006930275932847341,-0.02848969884542385,-0.028415356552631943,-0.031756318067753475
AAPL,2014-04-07,-0.17759999999999998,-0.22526150832517142,-0.16610308127190893,-0.0786227524862845,-0.0016613761283739543,1020.8,5.0,-0.015700657611274482,1.895806015639323e-05,-0.0034197797542003805,-0.00852038369342234
AAPL,2014-04-08,-0.043750000000000004,-0.41102760401235877,-0.08453436042396965,-0.06699850165752301,-0.009313853195942327,3937.8333333333335,6.0,-5.755992793543552e-05,-0.007316932319572533,-0.010469294861295553,0.002865689313599429
AAPL,2014-04-09,0.05464,0.07602571865963599,0.008248546525343441,-0.02645233443834868,0.002314120112410824,1175.8,5.0,0.013143906788753545,-0.01629217729553134,-0.021326898930175364,0.0016028472248077463
AAPL,2014-04-10,-0.1935,-0.4502779129630243,-0.12625048449155218,-0.0821348896255658,-0.03328844718075478,15131.5,10.0,-0.01289785617667727,-0.010545010324589543,0.0027889535034888446,0.015702519245566204
AAPL,2014-04-11,0.3460666666666667,0.06097838964773544,0.1886276162805937,0.06059896247184502,0.03568520988241276,9273.333333333334,3.0,-0.007392888990733204,-0.001154828394685281,0.022247537735541334,0.009891904418067199
AAPL,2014-04-14,-0.125,0.19469233716475098,-0.020457461239802084,-0.0012673583521033128,0.006469717176519531,913.5,2.0,0.003983667176148176,0.0062491147872250075,0.019207239277241994,0.08834928102086614
AAPL,2014-04-15,0.40318888888888893,0.4329098291795015,0.2619734388459919,0.13355139072822741,0.07860047566967761,5158.111111111111,9.0,-0.007130858388319172,0.025504126772739832,0.013109131932225626,0.10421654197121621
AAPL,2014-04-16,0.22852500000000003,0.2669941800174775,0.23967447961533064,0.16520926048548495,0.1058594800933726,4291.25,4.0,0.002027207380049134,0.02445048621247059,0.09394822480016818,0.14465979680322305
AAPL,2014-04-17,0.022575,1.0657382273102799e-05,0.09494149320511022,0.11766450699032331,0.09071684734912303,12709.5,16.0,0.011425699473697648,-0.00036205806431766074,0.08953390772642367,0.12837619607984307
AAPL,2014-04-21,0.2740666666666667,0.28943714311463065,0.2143582755128145,0.1697985602157711,0.12405317813413096,28665.25,12.0,0.011868122024024652,0.06890441110608414,0.11845504044970867,0.11092461035024481
AAPL,2014-04-22,0.11457142857142857,0.0021789777551366957,0.1478337108852239,0.1513895163343236,0.12232922366818506,5047.714285714285,7.0,0.000997687868010022,0.07568165524200698,0.11403010565102778,0.11243184038321474
AAPL,2014-04-23,0.13090408163265307,0.004349389887835247,0.13654729138351002,0.14456103810043344,0.12388828875263379,65213.836734693876,49.0,-0.013071379973895847,0.13213890136731887,0.12451633939450812,0.12926156799647548
AAPL,2014-04-24,0.32558518518518514,0.35511124300210906,0.2625725539179601,0.20490242046201734,0.1605604517403704,6708.37037037037,27.0,0.08198203941192528,0.043256579714274324,0.04175985108161262,0.05845674201091189
AAPL,2014-04-25,0.018025,0.16813375183092696,0.09954085130598671,0.14260994697467824,0.13464491506030304,597.375,8.0,0.0073443785914169,0.03173402058784891,0.03608772681034145,0.039287503833300486
AAPL,2014-04-28,0.31845,0.5764346062414647,0.24548028376866224,0.20122329798311883,0.16806402141297522,4942.75,4.0,0.038727655305173414,-0.0043929707835015375,0.011564202031338677,-0.0029625513389814895
